Company,TypeName,Inches,screen_resolution,has_ips_panel,is_touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,gpu_brand,gpu_name,OpSys,Weight,Price,total_pixels
lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,4,,500,Intel, HD Graphics 620,windows,2.1,36497,2073600
mediacom,Notebook,14,Full HD,0,0,1080,1920,Intel,Atom x5-Z8350,1.4,4,,-32,Intel, HD Graphics,windows,1.4,13267,2073600
Toshiba,Ultrabook,14,Full HD,0,1,1080,1920,Ietnl,Core i7,2.7,16,,512,Intel, HD Graphics 620,windows,1.2,99367,2073600
Lenovo,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,32,Hybrid,256,Nvidia, GeForce GTX 1070,windows,4.6,141885,2073600
msi,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.9,16,,512,Nvidia, GeForce GTX 1070,windows,4.1,145401,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Itenl,Core i7,2.7,8,SSD,256,AMD, Radeon R5 M430,linux,2.2,39907,2073600
,Notebook,14,Full HD,1,0,1080,1920,Intel,Celeron Quad,1.1,10,SSD,32,Intel, HD Graphics 500,,1.5,20726,2073600
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.6,8,,500,Intel, HD Graphics 620,windows,1.9,53734,1049088
,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i3,2.4,10,SSD,128,Intel, HD Graphics 620,,1.5,38308,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce 930MX,windows,1.9,81912,2073600
Dell,Netbook,11.6,,0,0,,1366,Intel,Celeron Dual,1.6,4,,16,Intel, HD Graphics 400,other,1.3,15718,1049088
MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,,128,Nvidia, GeForce GTX 980M,windows,,125155,2073600
HP,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1050,windows,3.8,79813,2073600
Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.6,12,,256,Intel, HD Graphics 520,windows,8.4,89137,2073600
lenovo,Notebook,15.6,,0,1,,1366,Intel,Core i7,1.8,12,,1024,Intel, HD Graphics 620,windows,2.2,-32448,1049088
Asus,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,128,Nvidia, GeForce GTX 1060,windows,2.7,94306,2073600
asus,2 in 1 Convertible,15.6,,0,1,768,1366,Itenl,Core i5,2.5,8,,1024,Intel, HD Graphics 520,windows,2.2,39374,1049088
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A12-Series 9720P,3.6,12,,512,AMD, Radeon 530,windows,2.2,50563,2073600
Dell,2 in 1 Convertible,31.6,,0,1,768,1366,Intel,Core M,1,,,128,Intel, HD Graphics 615,windows,1.4,32128,1049088
samsung,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,128,Nvidia, GeForce GTX 1050,windows,2.5,90523,2073600
Lenovo,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,500,Intel, HD Graphics 520,,2.8,28185,2073600
lenovo,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2.3,8,,1024,Intel, HD Graphics 520,windows,2.3,24456,1049088
lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,,512,Intel, HD Graphics 620,windows,1.4,107892,2073600
Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 630,windows,1.7,78535,2073600
Dell,2 in 1 Convertible,12.5,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.3,88978,2073600
Dell,Workstation,15.6,Full HD,0,1,,1920,Intel,Core i7,2.8,8,SSD,256,Nvidia, Quadro M620,windows,2.1,93933,2073600
HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.8,64948,2073600
,Notebook,15.6,,0,0,768,1366,Ietnl,Core i3,2.4,4,,500,Intel, HD Graphics 620,,2.1,35617,1049088
Acer,Notebook,14,Full HD,0,0,1080,1920,Intel,Celeron Quad,1.1,4,,32,Intel, HD Graphics 500,windows,1.6,17529,2073600
msi,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,40,,-128,Nvidia, GeForce GTX 970M,windows,4.1,117163,2073600
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,1024,AMD, Radeon R5 M420,linux,2.2,24775,1049088
msi,Gaming,15.6,4k Ultra HD,0,0,2160,3840,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1060,windows,1.8,122491,8294400
toshiba,Notebook,15.6,Full HD,1,0,,1920,Intel,Core i7,2.5,8,,-256,Intel, HD Graphics 520,windows,2.2,74539,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,6,,1024,Intel, HD Graphics 620,windows,2.4,30050,2073600
Lenovo,2 in 1 Convertible,15.6,Full HD,1,1,1080,1920,Intel,Core i7,2.8,8,,256,Intel, HD Graphics 630,windows,2,69211,2073600
Acer,Notebook,14,,0,0,,1366,Ietnl,Pentium Quad,1.6,4,Flash Storage,128,Intel, HD Graphics 405,windows,1.6,18595,1049088
,Notebook,15.6,4k Ultra HD,1,0,2160,3840,Intel,Xeon E3-1535M,3.1,32,,1024,Nvidia, Quadro M2200M,,2.5,261019,8294400
Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.6,16,HDD,1024,Nvidia, GeForce GTX 960<U+039C>,windows,2.6,46834,2073600
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,1024,Intel, HD Graphics 520,linux,2.2,23651,1049088
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,1024,Intel, HD Graphics 520,linux,2.3,19128,1049088
Dell,Notebook,15.6,,0,0,768,1366,Ientl,Core i5,2.6,10,HDD,500,Intel, HD Graphics 620,linux,1.9,46300,1049088
Asus,Gaming,17.3,Full HD,0,0,1080,1920,Ietnl,Core i7,2.8,8,,128,Nvidia, GeForce GTX 1050,windows,3,62231,2073600
HP,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,512,Intel, HD Graphics 620,windows,1.8,74006,2073600
MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,,Hybrid,256,Nvidia, GeForce GTX 1070,windows,2.9,120832,2073600
Acer,2 in 1 Convertible,11.6,,1,1,768,1366,Intel,Celeron Quad,1.6,4,,32,Intel, HD Graphics 400,other,1.3,20193,1049088
HP,Notebook,14,,0,0,768,1366,Intel,Core i5,2.6,8,,256,Intel, HD Graphics 620,windows,2.3,59887,1049088
lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.3,8,SSD,256,Intel, HD Graphics 520,windows,1.7,78055,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,4,,1024,AMD, Radeon 530,windows,2.2,41345,2073600
Fujitsu,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,2.2,42571,1049088
HP,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.3,4,,500,Intel, HD Graphics 520,windows,1.9,49657,1049088
Mediacom,Notebook,14,Full HD,0,0,1080,1920,Intel,Atom x5-Z8350,1.4,2,,32,Intel, HD Graphics,windows,,12734,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,,128,Intel, HD Graphics 620,,2.2,24935,2073600
Asus,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.5,,HDD,1024,Intel, HD Graphics 620,windows,1.5,34046,2073600
Asus,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,512,Intel, HD Graphics 620,windows,11.1,-101232,2073600
Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1050 Ti,windows,2.6,78801,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,10,,256,Intel, UHD Graphics 620,windows,1.8,44169,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,Nvidia, GeForce 920MX ,windows,2.2,30849,2073600
Asus,Notebook,15.6,,0,0,,1366,Intel,Celeron Dual,1.1,8,,1024,Intel, HD Graphics 500,windows,2,21259,1049088
Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,Nvidia, GeForce GTX 1050,windows,2,48305,2073600
,Ultrabook,13.3,Quad HD +,0,1,1800,3200,Intel,Core i5,1.6,8,,256,Intel, UHD Graphics 620,,1.2,99580,5760000
Lenovo,Notebook,14,,0,0,768,1366,Intel,Celeron Dual,1.6,2,,32,Intel, HD Graphics 400,windows,1.4,13267,1049088
Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.4,93635,2073600
dell,Notebook,15.6,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.8,16,,1024,Nvidia, GeForce GTX 1050,windows,2.1,127819,8294400
Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,Nvidia, GeForce GTX 1050M,windows,2.5,59088,2073600
HP,Notebook,17,,0,0,900,1600,AMD,A9-Series 9420,3,8,,1024,AMD, Radeon R5,windows,2.6,27754,1440000
Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Ietnl,Core i7,2.7,16,,512,Intel, HD Graphics 620,windows,1.1,130536,2073600
Asus,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,,1024,Nvidia, GeForce GTX 1050 Ti,,2.5,62284,2073600
Acer,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,500,Intel, HD Graphics 520,windows,2.4,23976,1049088
Lenovo,Notebook,14,,0,0,768,1366,Itenl,Celeron Dual,1.6,4,,32,Intel, HD Graphics,windows,1.4,14599,1049088
acer,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, Graphics 620,windows,1.8,48964,2073600
Razer,Gaming,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,SSD,256,Nvidia, GeForce GTX 1060,windows,2,138475,2073600
Toshiba,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.3,8,SSD,-256,Intel, HD Graphics 520,windows,1.2,64629,2073600
Lenovo,Ultrabook,12.5,Full HD,1,0,1080,1920,Itnel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.4,84396,2073600
Asus,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,80,SSD,512,Nvidia, GeForce GTX 1080,windows,3.8,149131,2073600
Acer,Gaming,15.6,Full HD,0,0,,1920,Intel,Core i5,2.5,8,,1024,Nvidia, GeForce GTX 1050,linux,2.4,37776,2073600
dell,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,,256,Intel, UHD Graphics 620,windows,1.2,77251,2073600
msi,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,128,Nvidia, GeForce GTX 1050 Ti,windows,2.2,63499,2073600
HP,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,500,Intel, HD Graphics 520,,1.9,19442,1049088
Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,500,Intel, HD Graphics 620,windows,2,56690,2073600
,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,,256,AMD, Radeon 530,,6.2,48964,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,,Hybrid,-256,AMD, Radeon 530,windows,2.2,60473,2073600
Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.6,8,,128,Nvidia, GeForce GTX 960,windows,,63723,2073600
Dell,Gaming,17.3,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,32,,512,Nvidia, GeForce GTX 1070,windows,4.4,167692,8294400
Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.4,8,,256,Intel, HD Graphics 520,windows,1.6,65481,2073600
lenovo,Notebook,15.6,,0,0,768,1366,Intel,Celeron Dual,1.1,4,,500,Intel, HD Graphics 500,windows,2.2,22324,1049088
lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.3,4,HDD,500,Intel, HD Graphics 520,windows,2.2,28505,2073600
HP,Notebook,15.6,,0,0,1080,1920,Itenl,Core i3,2,6,HDD,1024,AMD, Radeon R5 M430,windows,2,28718,2073600
MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,128,Nvidia, GeForce GTX 1060,windows,2.7,79215,2073600
Toshiba,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2.1,4,,-128,Intel, HD Graphics 520,windows,2.1,26533,1049088
hp,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,1024,AMD, Radeon 530,windows,2.1,39694,2073600
Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Ietnl,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,2,67026,2073600
Acer,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,10,SSD,128,Intel, HD Graphics 520,linux,2.1,21951,1049088
Microsoft,Ultrabook,13.5,,0,1,1504,2256,Intel,Core i7,2.8,8,SSD,256,Intel, Iris Plus Graphics 640,windows,1.3,99519,3393024
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,128,AMD, Radeon R5 M430,windows,1.9,43580,2073600
lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.3,55092,2073600
Lenovo,Notebook,35.6,,0,0,768,1366,AMD,E-Series E2-9000,2.2,10,SSD,128,AMD, Radeon R2 Graphics,windows,2.2,18595,1049088
HP,2 in 1 Convertible,14,Full HD,1,1,1080,1920,Intel,Core i3,2.4,4,,128,Nvidia, GeForce 940MX,windows,1.6,37243,2073600
MSI,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1050,windows,2.4,68944,2073600
asus,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.1,60473,2073600
hp,2 in 1 Convertible,11.6,,0,1,768,1366,Intel,Celeron Dual,1.1,8,,-64,Intel, HD Graphics 500,other,1.4,26374,1049088
LG,Ultrabook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,,512,Intel, HD Graphics 620,windows,1.1,122491,2073600
acer,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,16,SSD,256,Nvidia, GeForce GTX 1050 Ti,windows,,69211,2073600
,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,20,SSD,256,Nvidia, GeForce GTX 1050,,2.2,53168,2073600
Asus,Notebook,15.6,,0,0,768,1366,Intel,Celeron Dual,1.1,4,,128,Intel, HD Graphics 500,windows,1.9,-22324,1049088
Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,16,,128,Nvidia, GeForce GTX 1060,windows,3.2,109277,2073600
HP,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i3,2,,SSD,256,AMD, Radeon R5 520,windows,2.5,37243,2073600
lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Itenl,Core i7,1.8,8,,-512,Intel, UHD Graphics 620,windows,,79867,2073600
Dell,Gaming,15.6,Full HD,0,0,1080,1920,Ietnl,Core i7,2.9,16,,256,Nvidia, GeForce GTX 1070,windows,3.5,149917,2073600
HP,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,4,,500,AMD, Radeon 520,windows,1.9,32640,1049088
dell,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,1024,AMD, Radeon R5 M430,windows,2.2,29073,1049088
HP,Notebook,17.3,Full HD,1,0,1080,1920,AMD,A10-Series 9600P,2.4,6,HDD,2048,AMD, Radeon R7 M440,windows,2.7,30316,2073600
Lenovo,Notebook,15.6,,0,0,,1366,Intel,Celeron Dual,1.6,4,,500,Intel, HD Graphics 510,windows,2.1,16943,1049088
Acer,Notebook,14,,0,0,768,1366,Intel,Celeron Dual,1.6,4,,32,Intel, HD Graphics 510,other,1.5,19980,1049088
Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,256,Intel, HD Graphics 620,windows,1.7,37243,2073600
hp,Workstation,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,500,Nvidia, Quadro M1200,windows,3.1,1016580,2073600
Lenovo,2 in 1 Convertible,14,,0,1,1440,2560,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.4,137995,3686400
toshiba,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.5,51841,2073600
Acer,Netbook,11.6,,0,0,768,1366,Itnel,Celeron Dual,1.6,4,,32,Intel, HD Graphics,windows,1.4,14332,1049088
Lenovo,2 in 1 Convertible,14,Full HD,0,1,1080,1920,Ietnl,Core i7,2.7,16,SSD,512,Intel, HD Graphics 620,windows,1.4,93187,2073600
Asus,2 in 1 Convertible,12.5,Full HD,0,1,1080,1920,Intel,Core M,0.9,4,,64,Intel, HD Graphics 515,other,1.2,35644,2073600
toshiba,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.5,16,,512,Intel, HD Graphics 520,windows,1.4,100007,2073600
Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,1024,Nvidia, GeForce GTX 1050,windows,2.6,43636,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A9-Series 9420,2.9,10,SSD,256,AMD, Radeon 530,windows,2.2,21259,2073600
Lenovo,Notebook,15.6,,0,0,768,1366,AMD,A12-Series 9720P,3.6,8,,1024,AMD, Radeon R7,windows,2.2,22857,1049088
Lenovo,Notebook,15.6,Full HD,0,0,,1920,Itenl,Core i5,2.5,4,,1024,Intel, HD Graphics 620,windows,2.1,33111,2073600
Lenovo,Notebook,15.6,,0,0,,1366,Itenl,Core i3,2,4,,500,Intel, HD Graphics 520,,1.9,23976,1049088
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,,42358,2073600
Acer,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i5,1.6,1,,256,Intel, UHD Graphics 620,windows,1.6,53227,2073600
lenovo,Workstation,15.6,Full HD,0,0,1080,1920,Ientl,Core i7,2.5,16,,512,Nvidia, Quadro M520M,windows,2.2,98834,2073600
Lenovo,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.3,8,,256,Intel, HD Graphics 520,windows,1.8,63456,2073600
HP,Notebook,17.3,Full HD,1,0,1080,1920,AMD,A10-Series 9620P,2.5,6,,2048,AMD, Radeon 530,windows,2.7,34899,2073600
lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,Nvidia, GeForce GTX 1050 Ti,windows,2.5,66547,2073600
Dell,Notebook,14,Full HD,0,0,,1920,Intel,Core i5,2.8,8,SSD,256,Nvidia, GeForce 930MX,linux,1.6,58022,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,1024,Intel, HD Graphics 620,linux,2,38681,2073600
Asus,Notebook,14,Full HD,0,0,1080,1920,Intel,Celeron Dual,1.1,4,Flash Storage,32,Intel, HD Graphics 500,windows,1.5,15877,2073600
dell,Notebook,15.6,Full HD,0,0,,1920,Itnel,Core i5,2.6,16,,512,Intel, HD Graphics 620,windows,1.9,76012,2073600
Lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,256,Nvidia, GeForce 920MX,windows,1.9,45665,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,SSD,256,Intel, HD Graphics 620,windows,1.9,62817,2073600
lenovo,Notebook,15.6,,0,0,768,1366,AMD,A6-Series 7310,2,4,,500,AMD, Radeon R4,windows,,15877,1049088
Mediacom,Notebook,14,Full HD,1,0,1200,1920,Intel,Atom Z8350,1.9,4,,32,Intel, HD Graphics 400,windows,1.4,14119,2304000
HP,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,256,Nvidia, GeForce 930MX,windows,2.6,63936,2073600
lenovo,Ultrabook,14,Quad HD +,1,0,1440,2560,Intel,Core i7,2.5,64,,512,Intel, HD Graphics 520,windows,1.2,89864,3686400
HP,2 in 1 Convertible,13.3,,1,1,768,1366,Itnel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.6,44574,1049088
lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.3,79867,2073600
dell,Gaming,17.3,4k Ultra HD,0,0,2160,3840,Intel,Core i7,2.8,32,,1024,Nvidia, GeForce GTX 1070,windows,4.4,194973,8294400
MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,Nvidia, GeForce GTX 1050 Ti,windows,2.7,71847,2073600
lenovo,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,4,HDD,1024,Intel, HD Graphics 620,,1.9,26102,1049088
Dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Itnel,Core i3,2.4,,HDD,1024,Intel, HD Graphics 620,windows,1.7,34579,2073600
Dell,Notebook,15.6,,0,0,768,1366,Ientl,Core i5,2.5,8,,1024,AMD, Radeon R7 M445,linux,2.3,31410,1049088
HP,Notebook,15.6,Full HD,0,0,,1920,AMD,A9-Series 9420,3,4,,1024,AMD, Radeon 520,windows,2.1,26054,2073600
Acer,Gaming,17.3,Full HD,1,0,,1920,Intel,Core i7,2.6,,,128,Nvidia, GeForce GTX 1060,windows,4.2,-103097,2073600
dell,Notebook,15.6,,0,0,768,1366,Itnel,Core i5,2.5,12,,1024,Intel, HD Graphics 620,windows,2.3,34579,1049088
hp,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A9-Series A9-9420,3,6,,128,AMD, Radeon 520,windows,2.1,34632,2073600
Acer,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,4,,500,Intel, HD Graphics 620,windows,2.4,29784,1049088
Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.4,51149,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,4,HDD,1024,Intel, HD Graphics 620,windows,1.9,41505,2073600
HP,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, Quadro M2200,windows,2.6,128884,2073600
Dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,1.6,,,1024,Intel, UHD Graphics 620,windows,1.6,35112,2073600
msi,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,,Hybrid,256,Nvidia, GeForce GTX 1060,windows,1.8,111594,2073600
acer,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,HDD,500,Intel, HD Graphics 520,windows,2.4,21887,1049088
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,Hybrid,128,Nvidia, GeForce 940MX,windows,2,64309,2073600
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,8,,256,Intel, HD Graphics 520,windows,2,35431,1049088
Toshiba,Notebook,14,Full HD,1,1,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.3,81785,2073600
lenovo,2 in 1 Convertible,14,Full HD,0,1,1080,1920,Intel,Core i5,2.5,20,,256,Intel, HD Graphics 620,windows,1.7,-53227,2073600
Lenovo,Workstation,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,40,,1024,Nvidia, Quadro M520M,windows,2.5,175771,8294400
Acer,Notebook,14,,0,0,768,1366,Itenl,Celeron Dual,1.6,2,,32,Intel, HD Graphics 400,other,1.7,17582,1049088
samsung,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,,256,Intel, HD Graphics 620,windows,0.8,87859,2073600
Dell,Notebook,14,,0,0,768,1366,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.6,60031,1049088
hp,Workstation,17.3,Full HD,1,0,1080,1920,Intel,Xeon E3-1535M,2.9,16,,256,Nvidia, Quadro M2000M,windows,3,233846,2073600
,Netbook,11.6,,0,1,768,1366,Intel,Celeron Dual,1.6,4,SSD,128,Intel, HD Graphics 400,,1.4,25308,1049088
HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.4,8,,256,Intel, HD Graphics 520,windows,1.8,101232,2073600
Asus,Notebook,15.6,,0,0,768,1366,Itnel,Core i5,2.3,4,HDD,1024,Nvidia, GeForce GTX 950M,,2.5,30849,1049088
Asus,Notebook,15.6,,0,0,768,1366,Intel,Core i7,2.7,4,,256,Intel, HD Graphics 620,windows,2.4,45283,1049088
lenovo,2 in 1 Convertible,13.3,Quad HD +,1,1,1800,3200,Intel,Core i5,1.8,8,SSD,256,Intel, HD Graphics 540,windows,1.3,63883,5760000
HP,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,128,Nvidia, GeForce GTX 1050,windows,2.2,58555,2073600
hp,Workstation,15.6,Full HD,0,0,1080,1920,Ietnl,Core i7,2.6,8,,256,Nvidia, Quadro M1000M,windows,2.6,83170,2073600
dell,Gaming,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1070,windows,4.4,152860,8294400
,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,4,,256,Intel, HD Graphics 620,,2.1,31915,1049088
lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,Nvidia, GeForce GTX 1050,windows,2.5,55837,2073600
Dell,Ultrabook,12.5,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,256,Intel, HD Graphics 620,windows,1.2,99048,2073600
Google,Ultrabook,12.3,,0,1,1600,2400,Intel,Core i5,1.2,20,,-256,Intel, HD Graphics 615,other,1.1,83064,3840000
Asus,Ultrabook,13.3,Quad HD +,1,0,1800,3200,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.2,60153,5760000
dell,Notebook,13.3,,0,0,768,1366,Intel,Core i3,2,,,500,Intel, HD Graphics 520,windows,1.7,45235,1049088
Acer,Notebook,13.3,,0,0,768,1366,Intel,Core i5,2.3,4,,-128,Intel, HD Graphics 520,windows,1.6,34898,1049088
asus,Notebook,17.3,,0,0,768,1366,Intel,Pentium Quad,1.1,,,1024,Nvidia, GeForce 920MX,windows,2.8,25060,1049088
